Gospel	ID	Verse number according to Christodouloupoulos and Steedman (2015)	Marker GRC	Marker LA	Context GRC	Context LA	Implicit GRC	Implicit LA	Utterance GRC	Utterance LA	Polarity GRC	Polarity LA	SoA	Dinamicity	Control	Ambiguous modal reading	Modal type	Notional domain	Subtype / degree	Inevitability / prospective	Function	Synoptic
 john	jh13_10	b.JOH.13.10	χρείαν ἔχω	not preselected	λέγει αὐτῷ ὁ Ἰησοῦς· ὁ λελουμένος οὐκ ἔχει χρείαν εἰ μὴ τοὺς πόδας νίψασθαι, ἀλλ’ ἔστιν καθαρὸς ὅλος· καὶ ὑμεῖς καθαροί ἐστε, ἀλλ’ οὐχὶ πάντες.	dicit ei Iesus qui lotus est non indiget ut lavet sed est mundus totus et vos mundi estis sed non omnes	false	false	non-interrogative		negative		true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh07_26	b.JOH.7.26	μήποτε	not preselected	καὶ ἴδε παρρησίᾳ λαλεῖ καὶ οὐδὲν αὐτῷ λέγουσιν. μήποτε ἀληθῶς ἔγνωσαν οἱ ἄρχοντες ὅτι οὗτός ἐστιν ὁ χριστός ;	et ecce palam loquitur et nihil ei dicunt numquid vere cognoverunt principes quia hic est Christus	false	false	interrogative		affirmative		true	true	false	false	epistemic		possible			
 matthew	mt18_25	b.MAT.18.25	ἔχω	not preselected	μὴ ἔχοντος δὲ αὐτοῦ ἀποδοῦναι ἐκέλευσεν αὐτὸν ὁ κύριος πραθῆναι καὶ τὴν γυναῖκα καὶ τὰ τέκνα καὶ πάντα ὅσα ἔχει, καὶ ἀποδοθῆναι.	cum autem non haberet unde redderet iussit eum dominus venundari et uxorem eius et filios et omnia quae habebat et reddi	false	false	non-interrogative		negative		true	true	true	false	dynamic	possibility	participant-imposed			
 matthew	mt26_65	b.MAT.26.65	χρείαν ἔχω	not preselected	Τότε ὁ ἀρχιερεὺς διέρρηξεν τὰ ἱμάτια αὐτοῦ λέγων· ἐβλασφήμησεν· τί ἔτι χρείαν ἔχομεν μαρτύρων ; ἴδε νῦν ἠκούσατε τὴν βλασφημίαν·	tunc princeps sacerdotum scidit vestimenta sua dicens blasphemavit quid adhuc egemus testibus ecce nunc audistis blasphemiam	false	false	interrogative		negative		false			false	dynamic	necessity	situational			
 matthew	mt15_32b	b.MAT.15.32	μήποτε	not preselected	Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω , μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ .	Iesus autem convocatis discipulis suis dixit misereor turbae quia triduo iam perseverant mecum et non habent quod manducent et dimittere eos ieiunos nolo ne deficiant in via	false	false	non-interrogative		affirmative		true	ambiguous	false	false	epistemic		possible			
 matthew	mt06_32	b.MAT.6.32	χρῄζω	not preselected	πάντα γὰρ ταῦτα τὰ ἔθνη ἐπιζητοῦσιν· οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων .	haec enim omnia gentes inquirunt scit enim Pater vester quia his omnibus indigetis	false	false	interrogative		negative		false			false	dynamic	necessity	participant-inherent			
 john	jh01_12	b.JOH.1.12	ἐξουσία	potestas	ὅσοι δὲ ἔλαβον αὐτόν, ἔδωκεν αὐτοῖς ἐξουσίαν τέκνα θεοῦ γενέσθαι , τοῖς πιστεύουσιν εἰς τὸ ὄνομα αὐτοῦ,	quotquot autem receperunt eum dedit eis potestatem filios Dei fieri his qui credunt in nomine eius	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	false	dynamic	possibility	participant-imposed			
 john	jh01_43	b.JOH.1.43	ἐθέλω	volo	Τῇ ἐπαύριον ἠθέλησεν ἐξελθεῖν εἰς τὴν Γαλιλαίαν καὶ εὑρίσκει Φίλιππον. καὶ λέγει αὐτῷ ὁ Ἰησοῦς· ἀκολούθει μοι.	in crastinum voluit exire in Galilaeam et invenit Philippum et dicit ei Iesus sequere me	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 john	jh01_46	b.JOH.1.46	δύναμαι	possum	καὶ εἶπεν αὐτῷ Ναθαναήλ· ἐκ Ναζαρὲτ δύναταί τι ἀγαθὸν εἶναι ; λέγει αὐτῷ ὁ Φίλιππος· ἔρχου καὶ ἴδε.	et dixit ei Nathanahel a Nazareth potest aliquid boni esse dicit ei Philippus veni et vide	false	false	interrogative	interrogative	affirmative	affirmative	true	false	false	false	dynamic	possibility	situational			
 john	jh02_25	b.JOH.2.25	χρείαν ἔχω	opus est	καὶ ὅτι οὐ χρείαν εἶχεν ἵνα τις μαρτυρήσῃ περὶ τοῦ ἀνθρώπου · αὐτὸς γὰρ ἐγίνωσκεν τί ἦν ἐν τῷ ἀνθρώπῳ.	et quia opus ei non erat ut quis testimonium perhiberet de homine ipse enim sciebat quid esset in homine	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	necessity	participant-imposed			
 john	jh08_26a	b.JOH.8.26	ἔχω	habeo + inf.	πολλὰ ἔχω περὶ ὑμῶν λαλεῖν καὶ { ἔχω } κρίνειν , ἀλλ’ ὁ πέμψας με ἀληθής ἐστιν, κἀγὼ ἃ ἤκουσα παρ’ αὐτοῦ ταῦτα λαλῶ εἰς τὸν κόσμον.	multa habeo de vobis loqui et { habeo } iudicare sed qui misit me verax est et ego quae audivi ab eo haec loquor in mundo	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	participant-imposed			
 john	jh08_26b	b.JOH.8.26	ἔχω	habeo + inf.	πολλὰ ἔχω περὶ ὑμῶν λαλεῖν καὶ { ἔχω } κρίνειν , ἀλλ’ ὁ πέμψας με ἀληθής ἐστιν, κἀγὼ ἃ ἤκουσα παρ’ αὐτοῦ ταῦτα λαλῶ εἰς τὸν κόσμον.	multa habeo de vobis loqui et { habeo } iudicare sed qui misit me verax est et ego quae audivi ab eo haec loquor in mundo	true	true	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	participant-imposed			
 john	jh03_02	b.JOH.3.2	δύναμαι	possum	οὗτος ἦλθεν πρὸς αὐτὸν νυκτὸς καὶ εἶπεν αὐτῷ· ῥαββί, οἴδαμεν ὅτι ἀπὸ θεοῦ ἐλήλυθας διδάσκαλος· οὐδεὶς γὰρ δύναται ταῦτα τὰ σημεῖα ποιεῖν ἃ σὺ ποιεῖς, ἐὰν μὴ ᾖ ὁ θεὸς μετ’ αὐτοῦ .	hic venit ad eum nocte et dixit ei rabbi scimus quia a Deo venisti magister nemo enim potest haec signa facere quae tu facis nisi fuerit Deus cum eo	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 john	jh03_03	b.JOH.3.3	δύναμαι	possum	ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτῷ· ἀμὴν ἀμὴν λέγω σοι, ἐὰν μή τις γεννηθῇ ἄνωθεν, οὐ δύναται ἰδεῖν τὴν βασιλείαν τοῦ θεοῦ .	respondit Iesus et dixit ei amen amen dico tibi nisi quis natus fuerit denuo non potest videre regnum Dei	false	false	non-interrogative	non-interrogative	negative	negative	true	false	false	false	dynamic	possibility	participant-imposed			
 john	jh03_04	b.JOH.3.4	δύναμαι	possum	Λέγει πρὸς αὐτὸν ὁ Νικόδημος· πῶς δύναται ἄνθρωπος γεννηθῆναι γέρων ὤν ; μὴ δύναται εἰς τὴν κοιλίαν τῆς μητρὸς αὐτοῦ δεύτερον εἰσελθεῖν καὶ γεννηθῆναι ;	dicit ad eum Nicodemus quomodo potest homo nasci cum senex sit numquid potest in ventrem matris suae iterato introire et nasci	false	false	interrogative	interrogative	affirmative	affirmative	true	true	false	false	dynamic	possibility	situational			
 john	jh03_04b	b.JOH.3.4	δύναμαι	possum	Λέγει πρὸς αὐτὸν ὁ Νικόδημος· πῶς δύναται ἄνθρωπος γεννηθῆναι γέρων ὤν ; μὴ δύναται εἰς τὴν κοιλίαν τῆς μητρὸς αὐτοῦ δεύτερον εἰσελθεῖν καὶ γεννηθῆναι ;	dicit ad eum Nicodemus quomodo potest homo nasci cum senex sit numquid potest in ventrem matris suae iterato introire et nasci	false	false	interrogative	interrogative	negative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent		rhetoric	
 john	jh03_04b	b.JOH.3.4	δύναμαι	possum	Λέγει πρὸς αὐτὸν ὁ Νικόδημος· πῶς δύναται ἄνθρωπος γεννηθῆναι γέρων ὤν ; μὴ δύναται εἰς τὴν κοιλίαν τῆς μητρὸς αὐτοῦ δεύτερον εἰσελθεῖν καὶ γεννηθῆναι ;	dicit ad eum Nicodemus quomodo potest homo nasci cum senex sit numquid potest in ventrem matris suae iterato introire et nasci	false	false	interrogative	interrogative	negative	affirmative	true	true	false	false	dynamic	possibility	participant-inherent		rhetoric	
 john	jh03_05	b.JOH.3.5	δύναμαι	possum	ἀπεκρίθη Ἰησοῦς· ἀμὴν ἀμὴν λέγω σοι, ἐὰν μή τις γεννηθῇ ἐξ ὕδατος καὶ πνεύματος, οὐ δύναται εἰσελθεῖν εἰς τὴν βασιλείαν τοῦ θεοῦ .	respondit Iesus amen amen dico tibi nisi quis renatus fuerit ex aqua et Spiritu non potest introire in regnum Dei	false	false	non-interrogative	non-interrogative	negative	negative	true	true	false	false	dynamic	possibility	participant-imposed			
 john	jh03_07	b.JOH.3.7	δεῖ	oportet	μὴ θαυμάσῃς ὅτι εἶπόν σοι· δεῖ ὑμᾶς γεννηθῆναι ἄνωθεν .	non mireris quia dixi tibi oportet vos nasci denuo	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	participant-imposed			
 john	jh03_08	b.JOH.3.8	θέλω	volo	τὸ πνεῦμα ὅπου θέλει { πνεῖν } πνεῖ καὶ τὴν φωνὴν αὐτοῦ ἀκούεις, ἀλλ’ οὐκ οἶδας πόθεν ἔρχεται καὶ ποῦ ὑπάγει· οὕτως ἐστὶν πᾶς ὁ γεγεννημένος ἐκ τοῦ πνεύματος.	Spiritus ubi vult { spirare } spirat et vocem eius audis sed non scis unde veniat et quo vadat sic est omnis qui natus est ex Spiritu	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 john	jh03_09	b.JOH.3.9	δύναμαι	possum	Ἀπεκρίθη Νικόδημος καὶ εἶπεν αὐτῷ· πῶς δύναται ταῦτα γενέσθαι ;	respondit Nicodemus et dixit ei quomodo possunt haec fieri	false	false	interrogative	interrogative	affirmative	affirmative	true	true	false	false	dynamic	possibility	situational			
 john	jh03_14	b.JOH.3.14	δεῖ	oportet	Καὶ καθὼς Μωϋσῆς ὕψωσεν τὸν ὄφιν ἐν τῇ ἐρήμῳ, οὕτως ὑψωθῆναι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου ,	et sicut Moses exaltavit serpentem in deserto ita exaltari oportet Filium hominis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	dynamic	necessity	participant-imposed			
 john	jh03_14	b.JOH.3.14	δεῖ	oportet	Καὶ καθὼς Μωϋσῆς ὕψωσεν τὸν ὄφιν ἐν τῇ ἐρήμῳ, οὕτως ὑψωθῆναι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου ,	et sicut Moses exaltavit serpentem in deserto ita exaltari oportet Filium hominis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	deontic	acceptability	absolutely necessary			
 john	jh03_27	b.JOH.3.27	δύναμαι	possum	Ἀπεκρίθη Ἰωάννης καὶ εἶπεν· οὐ δύναται ἄνθρωπος λαμβάνειν οὐδὲ ἓν ἐὰν μὴ ᾖ δεδομένον αὐτῷ ἐκ τοῦ οὐρανοῦ .	respondit Iohannes et dixit non potest homo accipere quicquam nisi fuerit ei datum de caelo	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh03_30	b.JOH.3.30	δεῖ	oportet	ἐκεῖνον δεῖ αὐξάνειν , ἐμὲ δὲ ἐλαττοῦσθαι .	illum oportet crescere me autem minui	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational			
 john	jh03_30	b.JOH.3.30	δεῖ	oportet	ἐκεῖνον δεῖ αὐξάνειν , ἐμὲ δὲ ἐλαττοῦσθαι .	illum oportet crescere me autem minui	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational			
 john	jh04_04	b.JOH.4.4	δεῖ	oportet	Ἔδει δὲ αὐτὸν διέρχεσθαι διὰ τῆς Σαμαρείας .	oportebat autem eum transire per Samariam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	participant-imposed			
 john	jh04_10	b.JOH.4.10	not preselected	forsitan	ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτῇ· εἰ ᾔδεις τὴν δωρεὰν τοῦ θεοῦ καὶ τίς ἐστιν ὁ λέγων σοι· δός μοι πεῖν, σὺ ἂν ᾔτησας αὐτὸν καὶ ἔδωκεν ἄν σοι ὕδωρ ζῶν.	respondit Iesus et dixit ei si scires donum Dei et quis est qui dicit tibi da mihi bibere tu forsitan petisses ab eo et dedisset tibi aquam vivam	false	false		non-interrogative		affirmative	true	true	true	false	epistemic		possible			
 john	jh04_20	b.JOH.4.20	δεῖ	oportet	οἱ πατέρες ἡμῶν ἐν τῷ ὄρει τούτῳ προσεκύνησαν· καὶ ὑμεῖς λέγετε ὅτι ἐν Ἱεροσολύμοις ἐστὶν ὁ τόπος ὅπου προσκυνεῖν δεῖ .	patres nostri in monte hoc adoraverunt et vos dicitis quia Hierosolymis est locus ubi adorare oportet	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	authority	obligation			
 john	jh04_24	b.JOH.4.24	δεῖ	oportet	πνεῦμα ὁ θεός, καὶ τοὺς προσκυνοῦντας αὐτὸν ἐν πνεύματι καὶ ἀληθείᾳ δεῖ προσκυνεῖν .	spiritus est Deus et eos qui adorant eum in spiritu et veritate oportet adorare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	authority	obligation			
 john	jh05_07	b.JOH.5.6	θέλω	volo	τοῦτον ἰδὼν ὁ Ἰησοῦς κατακείμενον καὶ γνοὺς ὅτι πολὺν ἤδη χρόνον ἔχει, λέγει αὐτῷ· θέλεις ὑγιὴς γενέσθαι ;	hunc cum vidisset Iesus iacentem et cognovisset quia multum iam tempus habet dicit ei vis sanus fieri	false	false	interrogative	interrogative	affirmative	affirmative	true	true	false	false	deontic	volition				
 john	jh05_10	b.JOH.5.10	ἔξεστι	licet	ἔλεγον οὖν οἱ Ἰουδαῖοι τῷ τεθεραπευμένῳ· σάββατόν ἐστιν, καὶ οὐκ ἔξεστίν σοι ἆραι τὸν κράβαττόν σου .	dicebant Iudaei illi qui sanatus fuerat sabbatum est non licet tibi tollere grabattum tuum	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	deontic	authority	permission			
 john	jh05_19	b.JOH.5.19	δύναμαι	possum	Ἀπεκρίνατο οὖν ὁ Ἰησοῦς καὶ ἔλεγεν αὐτοῖς· ἀμὴν ἀμὴν λέγω ὑμῖν, οὐ δύναται ὁ υἱὸς ποιεῖν ἀφ’ ἑαυτοῦ οὐδὲν ἐὰν μή τι βλέπῃ τὸν πατέρα ποιοῦντα · ἃ γὰρ ἂν ἐκεῖνος ποιῇ, ταῦτα καὶ ὁ υἱὸς ὁμοίως ποιεῖ.	amen amen dico vobis non potest Filius a se facere quicquam nisi quod viderit Patrem facientem quaecumque enim ille fecerit haec et Filius similiter facit	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 john	jh05_21	b.JOH.5.21	θέλω	volo	ὥσπερ γὰρ ὁ πατὴρ ἐγείρει τοὺς νεκροὺς καὶ ζῳοποιεῖ, οὕτως καὶ ὁ υἱὸς οὓς θέλει { ζῳοποιεῖν } ζῳοποιεῖ .	sicut enim Pater suscitat mortuos et vivificat sic et Filius quos { vivificare } vult vivificat	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 john	jh05_27	b.JOH.5.27	ἐξουσία	potestas	καὶ ἐξουσίαν ἔδωκεν αὐτῷ κρίσιν ποιεῖν , ὅτι υἱὸς ἀνθρώπου ἐστίν.	et potestatem dedit ei et iudicium facere quia Filius hominis est	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh05_30	b.JOH.5.30	δύναμαι	possum	Οὐ δύναμαι ἐγὼ ποιεῖν ἀπ’ ἐμαυτοῦ οὐδέν · καθὼς ἀκούω κρίνω, καὶ ἡ κρίσις ἡ ἐμὴ δικαία ἐστίν, ὅτι οὐ ζητῶ τὸ θέλημα τὸ ἐμὸν ἀλλὰ τὸ θέλημα τοῦ πέμψαντός με.	non possum ego a me ipso facere quicquam sicut audio iudico et iudicium meum iustum est quia non quaero voluntatem meam sed voluntatem eius qui misit me	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 john	jh05_35	b.JOH.5.35	ἐθέλω	volo	ἐκεῖνος ἦν ὁ λύχνος ὁ καιόμενος καὶ φαίνων, ὑμεῖς δὲ ἠθελήσατε ἀγαλλιαθῆναι πρὸς ὥραν ἐν τῷ φωτὶ αὐτοῦ .	ille erat lucerna ardens et lucens vos autem voluistis exultare ad horam in luce eius	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	ambiguous	ambiguous	false	deontic	volition				
 john	jh05_40	b.JOH.5.40	θέλω	volo	καὶ οὐ θέλετε ἐλθεῖν πρός με ἵνα ζωὴν ἔχητε .	et non vultis venire ad me ut vitam habeatis	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	deontic	volition				
 john	jh05_44	b.JOH.5.44	δύναμαι	possum	πῶς δύνασθε ὑμεῖς πιστεῦσαι δόξαν παρὰ ἀλλήλων λαμβάνοντες, καὶ τὴν δόξαν τὴν παρὰ τοῦ μόνου θεοῦ οὐ ζητεῖτε;	quomodo potestis vos credere qui gloriam ab invicem accipitis et gloriam quae a solo est Deo non quaeritis	false	false	interrogative	interrogative	affirmative	affirmative	true	false	ambiguous	false	dynamic	possibility	participant-imposed		rhetoric	
 john	jh05_46	b.JOH.5.46	not preselected	forsitan	εἰ γὰρ ἐπιστεύετε Μωϋσεῖ, ἐπιστεύετε ἂν ἐμοί· περὶ γὰρ ἐμοῦ ἐκεῖνος ἔγραψεν.	si enim crederetis Mosi crederetis forsitan et mihi de me enim ille scripsit	false	false		non-interrogative		affirmative	true	false	ambiguous	false	epistemic		possible			
 john	jh06_11	b.JOH.6.11	ἐθέλω	volo	ἔλαβεν οὖν τοὺς ἄρτους ὁ Ἰησοῦς καὶ εὐχαριστήσας διέδωκεν τοῖς ἀνακειμένοις ὁμοίως καὶ ἐκ τῶν ὀψαρίων ὅσον ἤθελον .	accepit ergo panes Iesus et cum gratias egisset distribuit discumbentibus similiter et ex piscibus quantum volebant	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	deontic	volition				
 john	jh06_14	b.JOH.6.14	not preselected	turus est	Οἱ οὖν ἄνθρωποι ἰδόντες ὃ ἐποίησεν σημεῖον ἔλεγον ὅτι οὗτός ἐστιν ἀληθῶς ὁ προφήτης ὁ ἐρχόμενος εἰς τὸν κόσμον.	illi ergo homines cum vidissent quod fecerat signum dicebant quia hic est vere propheta qui ven turus est in mundum	false	false		non-interrogative		affirmative	true	true	true	false	dynamic	necessity	situational			
 john	jh06_21	b.JOH.6.21	ἐθέλω	volo	ἤθελον οὖν λαβεῖν αὐτὸν εἰς τὸ πλοῖον , καὶ εὐθέως ἐγένετο τὸ πλοῖον ἐπὶ τῆς γῆς εἰς ἣν ὑπῆγον.	voluerunt ergo accipere eum in navi et statim fuit navis ad terram quam ibant	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	intention				
 john	jh06_39	b.JOH.6.39	θέλημα	voluntas	τοῦτο δέ ἐστιν τὸ θέλημα τοῦ πέμψαντός με, ἵνα πᾶν ὃ δέδωκέν μοι μὴ ἀπολέσω ἐξ αὐτοῦ , ἀλλ’ ἀναστήσω αὐτὸ ἐν τῇ ἐσχάτῃ ἡμέρᾳ .	haec est autem voluntas eius qui misit me Patris ut omne quod dedit mihi non perdam ex eo sed resuscitem illum novissimo die	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	deontic	volition				
 john	jh06_39	b.JOH.6.39	θέλημα	voluntas	τοῦτο δέ ἐστιν τὸ θέλημα τοῦ πέμψαντός με, ἵνα πᾶν ὃ δέδωκέν μοι μὴ ἀπολέσω ἐξ αὐτοῦ , ἀλλ’ ἀναστήσω αὐτὸ ἐν τῇ ἐσχάτῃ ἡμέρᾳ .	haec est autem voluntas eius qui misit me Patris ut omne quod dedit mihi non perdam ex eo sed resuscitem illum novissimo die	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 john	jh06_40	b.JOH.6.40	θέλημα	voluntas	τοῦτο γάρ ἐστιν τὸ θέλημα τοῦ πατρός μου, ἵνα πᾶς ὁ θεωρῶν τὸν υἱὸν καὶ πιστεύων εἰς αὐτὸν ἔχῃ ζωὴν αἰώνιον , καὶ ἀναστήσω αὐτὸν ἐγὼ ἐν τῇ ἐσχάτῃ ἡμέρᾳ.	haec est enim voluntas Patris mei qui misit me ut omnis qui videt Filium et credit in eum habeat vitam aeternam et resuscitabo ego eum in novissimo die	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	false	false	deontic	volition				
 john	jh06_44	b.JOH.6.44	δύναμαι	possum	οὐδεὶς δύναται ἐλθεῖν πρός με ἐὰν μὴ ὁ πατὴρ ὁ πέμψας με ἑλκύσῃ αὐτόν , κἀγὼ ἀναστήσω αὐτὸν ἐν τῇ ἐσχάτῃ ἡμέρᾳ.	nemo potest venire ad me nisi Pater qui misit me traxerit eum et ego resuscitabo eum novissimo die	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh06_45	b.JOH.6.45	τος	bilis	ἔστιν γεγραμμένον ἐν τοῖς προφήταις· καὶ ἔσονται πάντες διδακ τοὶ θεοῦ· πᾶς ὁ ἀκούσας παρὰ τοῦ πατρὸς καὶ μαθὼν ἔρχεται πρὸς ἐμέ.	est scriptum in prophetis et erunt omnes doci biles Dei omnis qui audivit a Patre et didicit venit ad me	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	false	dynamic	possibility	participant-inherent			
 john	jh06_52	b.JOH.6.52	δύναμαι	possum	Ἐμάχοντο οὖν πρὸς ἀλλήλους οἱ Ἰουδαῖοι λέγοντες· πῶς δύναται οὗτος ἡμῖν δοῦναι τὴν σάρκα αὐτοῦ φαγεῖν ;	litigabant ergo Iudaei ad invicem dicentes quomodo potest hic nobis carnem suam dare ad manducandum	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	true	dynamic	possibility	participant-inherent			
 john	jh06_52	b.JOH.6.52	δύναμαι	possum	Ἐμάχοντο οὖν πρὸς ἀλλήλους οἱ Ἰουδαῖοι λέγοντες· πῶς δύναται οὗτος ἡμῖν δοῦναι τὴν σάρκα αὐτοῦ φαγεῖν ;	litigabant ergo Iudaei ad invicem dicentes quomodo potest hic nobis carnem suam dare ad manducandum	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	true	dynamic	possibility	participant-imposed			
 john	jh06_60	b.JOH.6.60	δύναμαι	possum	Πολλοὶ οὖν ἀκούσαντες ἐκ τῶν μαθητῶν αὐτοῦ εἶπαν· σκληρός ἐστιν ὁ λόγος οὗτος· τίς δύναται αὐτοῦ ἀκούειν ;	multi ergo audientes ex discipulis eius dixerunt durus est hic sermo quis potest eum audire	false	false	interrogative	interrogative	affirmative	affirmative	true	false	ambiguous	false	dynamic	possibility	participant-inherent		rhetoric	
 john	jh06_64	b.JOH.6.64	not preselected	turus est	ἀλλ’ εἰσὶν ἐξ ὑμῶν τινες οἳ οὐ πιστεύουσιν. ᾔδει γὰρ ἐξ ἀρχῆς ὁ Ἰησοῦς τίνες εἰσὶν οἱ μὴ πιστεύοντες καὶ τίς ἐστιν ὁ παραδώσων αὐτόν.	sed sunt quidam ex vobis qui non credunt sciebat enim ab initio Iesus qui essent credentes et quis tradi turus esset eum	false	false		non-interrogative		affirmative	true	true	true	false	dynamic	necessity	situational	inevitability		
 john	jh04_32	b.JOH.4.32	ἔχω	habeo + inf.	ὁ δὲ εἶπεν αὐτοῖς· ἐγὼ βρῶσιν ἔχω φαγεῖν ἣν ὑμεῖς οὐκ οἴδατε.	ille autem dixit eis ego cibum habeo manducare quem vos nescitis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	inevitability		
 john	jh06_66	b.JOH.6.65	δύναμαι	possum	καὶ ἔλεγεν· διὰ τοῦτο εἴρηκα ὑμῖν ὅτι οὐδεὶς δύναται ἐλθεῖν πρός με ἐὰν μὴ ᾖ δεδομένον αὐτῷ ἐκ τοῦ πατρός .	et dicebat propterea dixi vobis quia nemo potest venire ad me nisi fuerit ei datum a Patre meo	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh06_67	b.JOH.6.67	θέλω	volo	εἶπεν οὖν ὁ Ἰησοῦς τοῖς δώδεκα· μὴ καὶ ὑμεῖς θέλετε ὑπάγειν ;	dixit ergo Iesus ad duodecim numquid et vos vultis abire	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	intention				
 john	jh06_71	b.JOH.6.71	μέλλω	turus est	ἔλεγεν δὲ τὸν Ἰούδαν Σίμωνος Ἰσκαριώτου· οὗτος γὰρ ἔμελλεν παραδιδόναι αὐτόν , εἷς ἐκ τῶν δώδεκα.	dicebat autem Iudam Simonis Scariotis hic enim erat tradi turus eum cum esset unus ex duodecim	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	prospective		
 john	jh07_01	b.JOH.7.1	ἐθέλω	volo	Καὶ μετὰ ταῦτα περιεπάτει ὁ Ἰησοῦς ἐν τῇ Γαλιλαίᾳ· οὐ γὰρ ἤθελεν ἐν τῇ Ἰουδαίᾳ περιπατεῖν , ὅτι ἐζήτουν αὐτὸν οἱ Ἰουδαῖοι ἀποκτεῖναι .	post haec ambulabat Iesus in Galilaeam non enim volebat in Iudaeam ambulare quia quaerebant eum Iudaei interficere	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	deontic	volition				
 john	jh07_07	b.JOH.7.7	δύναμαι	possum	οὐ δύναται ὁ κόσμος μισεῖν ὑμᾶς , ἐμὲ δὲ μισεῖ, ὅτι ἐγὼ μαρτυρῶ περὶ αὐτοῦ ὅτι τὰ ἔργα αὐτοῦ πονηρά ἐστιν.	non potest mundus odisse vos me autem odit quia ego testimonium perhibeo de illo quia opera eius mala sunt	false	false	non-interrogative	non-interrogative	negative	negative	true	false	false	false	dynamic	possibility	situational			
