Gospel	ID	Verse number according to Christodouloupoulos and Steedman (2015)	Marker GRC	Marker LA	Context GRC	Context LA	Implicit GRC	Implicit LA	Utterance GRC	Utterance LA	Polarity GRC	Polarity LA	SoA	Dinamicity	Control	Ambiguous modal reading	Modal type	Notional domain	Subtype / degree	Inevitability / prospective	Function	Synoptic
 matthew	mt09_13	b.MAT.9.13	θέλω	volo	πορευθέντες δὲ μάθετε τί ἐστιν· ἔλεος θέλω καὶ οὐ { θέλω } θυσίαν · οὐ γὰρ ἦλθον καλέσαι δικαίους ἀλλ’ ἁμαρτωλούς.	euntes autem discite quid est misericordiam volo et non { volo } sacrificium non enim veni vocare iustos sed peccatores	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	deontic	volition				sε
 matthew	mt09_13b	b.MAT.9.13	θέλω	volo	πορευθέντες δὲ μάθετε τί ἐστιν· ἔλεος θέλω καὶ οὐ { θέλω } θυσίαν · οὐ γὰρ ἦλθον καλέσαι δικαίους ἀλλ’ ἁμαρτωλούς.	euntes autem discite quid est misericordiam volo et non { volo } sacrificium non enim veni vocare iustos sed peccatores	true	true	non-interrogative	non-interrogative	negative	negative	false			false	deontic	volition				sε
 matthew	mt09_15	b.MAT.9.15	δύναμαι	possum	καὶ εἶπεν αὐτοῖς ὁ Ἰησοῦς· μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος πενθεῖν ἐφ’ ὅσον μετ’ αὐτῶν ἐστιν ὁ νυμφίος ; ἐλεύσονται δὲ ἡμέραι ὅταν ἀπαρθῇ ἀπ’ αὐτῶν ὁ νυμφίος, καὶ τότε νηστεύσουσιν.	et ait illis Iesus numquid possunt filii sponsi lugere quamdiu cum illis est sponsus venient autem dies cum auferetur ab eis sponsus et tunc ieiunabunt	false	false	interrogative	interrogative	negative	affirmative	true	false	false	false	deontic	acceptability	unacceptable		rhetoric	sn
 matthew	mt09_28	b.MAT.9.28	δύναμαι	possum	ἐλθόντι δὲ εἰς τὴν οἰκίαν προσῆλθον αὐτῷ οἱ τυφλοί, καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· πιστεύετε ὅτι δύναμαι τοῦτο ποιῆσαι ; λέγουσιν αὐτῷ· ναὶ κύριε.	cum autem venisset domum accesserunt ad eum caeci et dicit eis Iesus creditis quia possum hoc facere vobis dicunt ei utique Domine	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			
 matthew	mt10_28b	b.MAT.10.28	δύναμαι	possum	Καὶ μὴ φοβεῖσθε ἀπὸ τῶν ἀποκτεννόντων τὸ σῶμα, τὴν δὲ ψυχὴν μὴ δυναμένων ἀποκτεῖναι · φοβεῖσθε δὲ μᾶλλον τὸν δυνάμενον καὶ ψυχὴν καὶ σῶμα ἀπολέσαι ἐν γεέννῃ .	et nolite timere eos qui occidunt corpus animam autem non possunt occidere sed potius eum timete qui potest et animam et corpus perdere in gehennam	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			si
 matthew	mt10_28c	b.MAT.10.28	δύναμαι	possum	Καὶ μὴ φοβεῖσθε ἀπὸ τῶν ἀποκτεννόντων τὸ σῶμα, τὴν δὲ ψυχὴν μὴ δυναμένων ἀποκτεῖναι · φοβεῖσθε δὲ μᾶλλον τὸν δυνάμενον καὶ ψυχὴν καὶ σῶμα ἀπολέσαι ἐν γεέννῃ .	et nolite timere eos qui occidunt corpus animam autem non possunt occidere sed potius eum timete qui potest et animam et corpus perdere in gehennam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			si
 matthew	mt11_03	b.MAT.11.3	not preselected	turus est	εἶπεν αὐτῷ· σὺ εἶ ὁ ἐρχόμενος ἢ ἕτερον προσδοκῶμεν;	ait illi tu es qui ven turus es an alium expectamus	false	false		interrogative		affirmative	true	true	ambiguous	false	dynamic	necessity	situational	inevitability		sz
 matthew	mt11_14	b.MAT.11.14	θέλω	volo	καὶ εἰ θέλετε δέξασθαι , αὐτός ἐστιν Ἠλίας ὁ μέλλων ἔρχεσθαι.	et si vultis recipere ipse est Helias qui ven turus est	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 matthew	mt11_14b	b.MAT.11.14	μέλλω	turus est	καὶ εἰ θέλετε δέξασθαι , αὐτός ἐστιν Ἠλίας ὁ μέλλων ἔρχεσθαι.	et si vultis recipere ipse est Helias qui ven turus est	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	false	dynamic	necessity	situational	inevitability		
 matthew	mt11_23	b.MAT.11.23	not preselected	forte	καὶ σύ, Καφαρναούμ, μὴ ἕως οὐρανοῦ ὑψωθήσῃ; ἕως ᾅδου καταβήσῃ· ὅτι εἰ ἐν Σοδόμοις ἐγενήθησαν αἱ δυνάμεις αἱ γενόμεναι ἐν σοί, ἔμεινεν ἂν μέχρι τῆς σήμερον.	et tu Capharnaum numquid usque in caelum exaltaberis usque in infernum descendes quia si in Sodomis factae fuissent virtutes quae factae sunt in te forte mansissent usque in hunc diem	false	false		non-interrogative		affirmative	true	false	false	false	epistemic		possible			
 matthew	mt12_02	b.MAT.12.2	ἔξεστι	licet	οἱ δὲ Φαρισαῖοι ἰδόντες εἶπαν αὐτῷ· ἰδοὺ οἱ μαθηταί σου ποιοῦσιν ὃ οὐκ ἔξεστιν ποιεῖν ἐν σαββάτῳ .	Pharisaei autem videntes dixerunt ei ecce discipuli tui faciunt quod non licet eis facere sabbatis	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	deontic	authority	permission			sν
 matthew	mt12_04	b.MAT.12.4	ἔξεστι εἰμί	licet	πῶς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ἔφαγον, ὃ οὐκ ἐξὸν ἦν αὐτῷ φαγεῖν οὐδὲ τοῖς μετ’ αὐτοῦ εἰ μὴ τοῖς ἱερεῦσιν μόνοις;	quomodo intravit in domum Dei et panes propositionis comedit quos non licebat ei edere neque his qui cum eo erant nisi solis sacerdotibus	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	deontic	authority	permission			sτ
 matthew	mt12_07	b.MAT.12.7	θέλω	volo	εἰ δὲ ἐγνώκειτε τί ἐστιν· ἔλεος θέλω καὶ οὐ { θέλω } θυσίαν , οὐκ ἂν κατεδικάσατε τοὺς ἀναιτίους.	si autem sciretis quid est misericordiam volo et non { volo } sacrificium numquam condemnassetis innocentes	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	deontic	volition				sδ
 matthew	mt12_07b	b.MAT.12.7	θέλω	volo	εἰ δὲ ἐγνώκειτε τί ἐστιν· ἔλεος θέλω καὶ οὐ { θέλω } θυσίαν , οὐκ ἂν κατεδικάσατε τοὺς ἀναιτίους.	si autem sciretis quid est misericordiam volo et non { volo } sacrificium numquam condemnassetis innocentes	true	true	non-interrogative	non-interrogative	negative	negative	false			false	deontic	volition				sδ
 matthew	mt12_10	b.MAT.12.10	ἔξεστι	licet	καὶ ἰδοὺ ἄνθρωπος χεῖρα ἔχων ξηράν. καὶ ἐπηρώτησαν αὐτὸν λέγοντες· εἰ ἔξεστιν τοῖς σάββασιν θεραπεῦσαι ; ἵνα κατηγορήσωσιν αὐτοῦ.	et ecce homo manum habens aridam et interrogabant eum dicentes si licet sabbatis curare ut accusarent eum	false	false	interrogative	interrogative	affirmative	affirmative	true	true	ambiguous	false	deontic	authority	permission			
 matthew	mt12_12	b.MAT.12.12	ἔξεστι	licet	πόσῳ οὖν διαφέρει ἄνθρωπος προβάτου. ὥστε ἔξεστιν τοῖς σάββασιν καλῶς ποιεῖν .	quanto magis melior est homo ove itaque licet sabbatis benefacere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	authority	permission			sο
 matthew	mt12_29	b.MAT.12.29	δύναμαι	possum	ἢ πῶς δύναταί τις εἰσελθεῖν εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ καὶ τὰ σκεύη αὐτοῦ ἁρπάσαι , ἐὰν μὴ πρῶτον δήσῃ τὸν ἰσχυρόν; καὶ τότε τὴν οἰκίαν αὐτοῦ διαρπάσει	aut quomodo potest quisquam intrare in domum fortis et vasa eius diripere nisi prius alligaverit fortem et tunc domum illius diripiat	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed		rhetoric	sm
 matthew	mt12_29	b.MAT.12.29	δύναμαι	possum	ἢ πῶς δύναταί τις εἰσελθεῖν εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ καὶ τὰ σκεύη αὐτοῦ ἁρπάσαι , ἐὰν μὴ πρῶτον δήσῃ τὸν ἰσχυρόν; καὶ τότε τὴν οἰκίαν αὐτοῦ διαρπάσει	aut quomodo potest quisquam intrare in domum fortis et vasa eius diripere nisi prius alligaverit fortem et tunc domum illius diripiat	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed		rhetoric	sm
 matthew	mt12_34	b.MAT.12.34	δύναμαι	possum	γεννήματα ἐχιδνῶν, πῶς δύνασθε ἀγαθὰ λαλεῖν πονηροὶ ὄντες ; ἐκ γὰρ τοῦ περισσεύματος τῆς καρδίας τὸ στόμα λαλεῖ.	progenies viperarum quomodo potestis bona loqui cum sitis mali ex abundantia enim cordis os loquitur	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent		rhetoric	
 matthew	mt12_38	b.MAT.12.38	θέλω	volo	Τότε ἀπεκρίθησαν αὐτῷ τινες τῶν γραμματέων καὶ Φαρισαίων λέγοντες· διδάσκαλε, θέλομεν ἀπὸ σοῦ σημεῖον ἰδεῖν .	tunc responderunt ei quidam de scribis et Pharisaeis dicentes magister volumus a te signum videre	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	ambiguous	ambiguous	false	deontic	volition				
 matthew	mt13_28	b.MAT.13.28	θέλω	volo	ὁ δὲ ἔφη αὐτοῖς· ἐχθρὸς ἄνθρωπος τοῦτο ἐποίησεν. οἱ δὲ δοῦλοι λέγουσιν αὐτῷ· θέλεις οὖν ἀπελθόντες συλλέξωμεν αὐτά ;	et ait illis inimicus homo hoc fecit servi autem dixerunt ei vis imus et colligimus ea	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 matthew	mt13_28	b.MAT.13.28	θέλω	volo	ὁ δὲ ἔφη αὐτοῖς· ἐχθρὸς ἄνθρωπος τοῦτο ἐποίησεν. οἱ δὲ δοῦλοι λέγουσιν αὐτῷ· θέλεις οὖν ἀπελθόντες συλλέξωμεν αὐτά ;	et ait illis inimicus homo hoc fecit servi autem dixerunt ei vis imus et colligimus ea	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 matthew	mt14_04	b.MAT.14.4	ἔξεστι	licet	ἔλεγεν γὰρ ὁ Ἰωάννης αὐτῷ· οὐκ ἔξεστίν σοι ἔχειν αὐτήν .	dicebat enim illi Iohannes non licet tibi habere eam	false	false	non-interrogative	non-interrogative	negative	negative	true	false	true	false	deontic	authority	permission			sχ
 matthew	mt14_05	b.MAT.14.5	θέλω	volo	καὶ θέλων αὐτὸν ἀποκτεῖναι ἐφοβήθη τὸν ὄχλον, ὅτι ὡς προφήτην αὐτὸν εἶχον.	et volens illum occidere timuit populum quia sicut prophetam eum habebant	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	intention				s06
 matthew	mt14_16	b.MAT.14.16	χρείαν ἔχω	necesse habeo	ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· οὐ χρείαν ἔχουσιν ἀπελθεῖν, δότε αὐτοῖς ὑμεῖς φαγεῖν.	Iesus autem dixit eis non habent necesse ire date illis vos manducare	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	necessity	participant-imposed			
 matthew	mt15_28	b.MAT.15.28	θέλω	volo	τότε ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτῇ· ὦ γύναι, μεγάλη σου ἡ πίστις· γενηθήτω σοι ὡς θέλεις { ἵνα γένηται σοι } . καὶ ἰάθη ἡ θυγάτηρ αὐτῆς ἀπὸ τῆς ὥρας ἐκείνης.	tunc respondens Iesus ait illi o mulier magna est fides tua fiat tibi sicut vis { fieri tibi } et sanata est filia illius ex illa hora	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	deontic	volition				
 matthew	mt15_32	b.MAT.15.32	θέλω	nolo	Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω , μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ .	Iesus autem convocatis discipulis suis dixit misereor turbae quia triduo iam perseverant mecum et non habent quod manducent et dimittere eos ieiunos nolo ne deficiant in via	false	false	non-interrogative	non-interrogative	negative	affirmative	true	true	true	false	deontic	volition				
 matthew	mt16_03	b.MAT.16.3	δύναμαι	possum	καὶ πρωΐ· σήμερον χειμών, πυρράζει γὰρ στυγνάζων ὁ οὐρανός. τὸ μὲν πρόσωπον τοῦ οὐρανοῦ γινώσκετε διακρίνειν , τὰ δὲ σημεῖα τῶν καιρῶν οὐ δύνασθε { διακρίνειν } ;	faciem ergo caeli diiudicare nostis signa autem temporum non potestis { diiudicare signa autem temporum } generatio mala et adultera signum quaerit et signum non dabitur ei nisi signum Ionae et relictis illis abiit	false	false	interrogative	interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 matthew	mt16_21	b.MAT.16.21	δεῖ	oportet	Ἀπὸ τότε ἤρξατο ὁ Ἰησοῦς δεικνύειν τοῖς μαθηταῖς αὐτοῦ ὅτι δεῖ αὐτὸν εἰς Ἱεροσόλυμα ἀπελθεῖν καὶ πολλὰ παθεῖν ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι .	exinde coepit Iesus ostendere discipulis suis quia oporteret eum ire Hierosolymam et multa pati a senioribus et scribis et principibus sacerdotum et occidi et tertia die resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	inevitability		sb
 matthew	mt16_21	b.MAT.16.21	δεῖ	oportet	Ἀπὸ τότε ἤρξατο ὁ Ἰησοῦς δεικνύειν τοῖς μαθηταῖς αὐτοῦ ὅτι δεῖ αὐτὸν εἰς Ἱεροσόλυμα ἀπελθεῖν καὶ πολλὰ παθεῖν ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι .	exinde coepit Iesus ostendere discipulis suis quia oporteret eum ire Hierosolymam et multa pati a senioribus et scribis et principibus sacerdotum et occidi et tertia die resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational	inevitability		sb
